code,term
L28,Dermatitis_atopc_contact_other_unspecified
L280,Dermatitis_atopc_contact_other_unspecified
L281,Dermatitis_atopc_contact_other_unspecified
L282,Dermatitis_atopc_contact_other_unspecified
L28X,Dermatitis_atopc_contact_other_unspecified
L300,Dermatitis_atopc_contact_other_unspecified
L301,Dermatitis_atopc_contact_other_unspecified
L302,Dermatitis_atopc_contact_other_unspecified
L303,Dermatitis_atopc_contact_other_unspecified
L305,Dermatitis_atopc_contact_other_unspecified
L308,Dermatitis_atopc_contact_other_unspecified
L309,Dermatitis_atopc_contact_other_unspecified
L309,Dermatitis_atopc_contact_other_unspecified
L562,Dermatitis_atopc_contact_other_unspecified
L564,Dermatitis_atopc_contact_other_unspecified
L568,Dermatitis_atopc_contact_other_unspecified
L578,Dermatitis_atopc_contact_other_unspecified
L589,Dermatitis_atopc_contact_other_unspecified
L590,Dermatitis_atopc_contact_other_unspecified
L598,Dermatitis_atopc_contact_other_unspecified
L710,Dermatitis_atopc_contact_other_unspecified
L718,Dermatitis_atopc_contact_other_unspecified
E103,Diabetic_eye_disease
E113,Diabetic_eye_disease
E113,Diabetic_eye_disease
E123,Diabetic_eye_disease
E133,Diabetic_eye_disease
E143,Diabetic_eye_disease
H280,Diabetic_eye_disease
H280,Diabetic_eye_disease
H350,Diabetic_eye_disease
H352,Diabetic_eye_disease
H360,Diabetic_eye_disease
H360,Diabetic_eye_disease
E104,Diabetic_neurological_complications
E114,Diabetic_neurological_complications
E124,Diabetic_neurological_complications
E134,Diabetic_neurological_complications
E144,Diabetic_neurological_complications
G590,Diabetic_neurological_complications
G590,Diabetic_neurological_complications
G632,Diabetic_neurological_complications
G632,Diabetic_neurological_complications
M142,Diabetic_neurological_complications
G834,Disorders_of_autonomic_nervous_system
G90,Disorders_of_autonomic_nervous_system
G900,Disorders_of_autonomic_nervous_system
G901,Disorders_of_autonomic_nervous_system
G902,Disorders_of_autonomic_nervous_system
G904,Disorders_of_autonomic_nervous_system
G909,Disorders_of_autonomic_nervous_system
G90X,Disorders_of_autonomic_nervous_system
G990,Disorders_of_autonomic_nervous_system
G991,Disorders_of_autonomic_nervous_system
K592,Disorders_of_autonomic_nervous_system
M890,Disorders_of_autonomic_nervous_system
K382,Diverticular_disease_of_intestine
K57,Diverticular_disease_of_intestine
K570,Diverticular_disease_of_intestine
K571,Diverticular_disease_of_intestine
K572,Diverticular_disease_of_intestine
K573,Diverticular_disease_of_intestine
K578,Diverticular_disease_of_intestine
K579,Diverticular_disease_of_intestine
K57X,Diverticular_disease_of_intestine
Q90,Downs_syndrome
Q900,Downs_syndrome
Q901,Downs_syndrome
Q902,Downs_syndrome
Q909,Downs_syndrome
Q90X,Downs_syndrome
N944,Dysmenorrhoea
N945,Dysmenorrhoea
N946,Dysmenorrhoea
N946,Dysmenorrhoea
F50,Eating_disorders
F500,Eating_disorders
F501,Eating_disorders
F502,Eating_disorders
F503,Eating_disorders
F504,Eating_disorders
F508,Eating_disorders
F509,Eating_disorders
F50X,Eating_disorders
R630,Eating_disorders
R632,Eating_disorders
N165,End_stage_renal_disease
N185,End_stage_renal_disease
T824,End_stage_renal_disease
T861,End_stage_renal_disease
Y602,End_stage_renal_disease
Y612,End_stage_renal_disease
Y841,End_stage_renal_disease
Z491,End_stage_renal_disease
Z492,End_stage_renal_disease
Z940,End_stage_renal_disease
Z992,End_stage_renal_disease
N80,Endometriosis
N800,Endometriosis
N801,Endometriosis
N802,Endometriosis
N803,Endometriosis
N804,Endometriosis
N805,Endometriosis
N806,Endometriosis
N808,Endometriosis
N809,Endometriosis
N80X,Endometriosis
M074,Enteropathic_arthropathy
M075,Enteropathic_arthropathy
M076,Enteropathic_arthropathy
M128,Enthesopathies__synovial_disorders
M248,Enthesopathies__synovial_disorders
M460,Enthesopathies__synovial_disorders
M65,Enthesopathies__synovial_disorders
M652,Enthesopathies__synovial_disorders
M653,Enthesopathies__synovial_disorders
M654,Enthesopathies__synovial_disorders
M658,Enthesopathies__synovial_disorders
M659,Enthesopathies__synovial_disorders
M659,Enthesopathies__synovial_disorders
M65X,Enthesopathies__synovial_disorders
M66,Enthesopathies__synovial_disorders
M660,Enthesopathies__synovial_disorders
M661,Enthesopathies__synovial_disorders
M662,Enthesopathies__synovial_disorders
M663,Enthesopathies__synovial_disorders
M664,Enthesopathies__synovial_disorders
M665,Enthesopathies__synovial_disorders
M66X,Enthesopathies__synovial_disorders
M673,Enthesopathies__synovial_disorders
M70,Enthesopathies__synovial_disorders
M700,Enthesopathies__synovial_disorders
M701,Enthesopathies__synovial_disorders
M702,Enthesopathies__synovial_disorders
M703,Enthesopathies__synovial_disorders
M704,Enthesopathies__synovial_disorders
M705,Enthesopathies__synovial_disorders
M706,Enthesopathies__synovial_disorders
M707,Enthesopathies__synovial_disorders
M708,Enthesopathies__synovial_disorders
M70X,Enthesopathies__synovial_disorders
M712,Enthesopathies__synovial_disorders
M713,Enthesopathies__synovial_disorders
M714,Enthesopathies__synovial_disorders
M715,Enthesopathies__synovial_disorders
M715,Enthesopathies__synovial_disorders
M718,Enthesopathies__synovial_disorders
M719,Enthesopathies__synovial_disorders
M719,Enthesopathies__synovial_disorders
M75,Enthesopathies__synovial_disorders
M750,Enthesopathies__synovial_disorders
M751,Enthesopathies__synovial_disorders
M752,Enthesopathies__synovial_disorders
M753,Enthesopathies__synovial_disorders
M754,Enthesopathies__synovial_disorders
M755,Enthesopathies__synovial_disorders
M75X,Enthesopathies__synovial_disorders
M76,Enthesopathies__synovial_disorders
M760,Enthesopathies__synovial_disorders
M761,Enthesopathies__synovial_disorders
M762,Enthesopathies__synovial_disorders
M763,Enthesopathies__synovial_disorders
M764,Enthesopathies__synovial_disorders
M765,Enthesopathies__synovial_disorders
M766,Enthesopathies__synovial_disorders
M767,Enthesopathies__synovial_disorders
M768,Enthesopathies__synovial_disorders
M769,Enthesopathies__synovial_disorders
M76X,Enthesopathies__synovial_disorders
M770,Enthesopathies__synovial_disorders
M771,Enthesopathies__synovial_disorders
M772,Enthesopathies__synovial_disorders
M773,Enthesopathies__synovial_disorders
M775,Enthesopathies__synovial_disorders
M778,Enthesopathies__synovial_disorders
M778,Enthesopathies__synovial_disorders
M779,Enthesopathies__synovial_disorders
M779,Enthesopathies__synovial_disorders
S460,Enthesopathies__synovial_disorders
F803,Epilepsy
G253,Epilepsy
G40,Epilepsy
G400,Epilepsy
G401,Epilepsy
G402,Epilepsy
G403,Epilepsy
G404,Epilepsy
G405,Epilepsy
G406,Epilepsy
G407,Epilepsy
G408,Epilepsy
G409,Epilepsy
G40X,Epilepsy
G41,Epilepsy
G410,Epilepsy
G411,Epilepsy
G412,Epilepsy
G418,Epilepsy
G419,Epilepsy
G41X,Epilepsy
F522,Erectile_dysfunction
N484,Erectile_dysfunction
N81,Female_genital_prolapse
N810,Female_genital_prolapse
N811,Female_genital_prolapse
N812,Female_genital_prolapse
N813,Female_genital_prolapse
N814,Female_genital_prolapse
N815,Female_genital_prolapse
N816,Female_genital_prolapse
N818,Female_genital_prolapse
N819,Female_genital_prolapse
N81X,Female_genital_prolapse
N993,Female_genital_prolapse
N97,Female_infertility
N970,Female_infertility
N971,Female_infertility
N972,Female_infertility
N973,Female_infertility
N974,Female_infertility
N978,Female_infertility
N979,Female_infertility
N97X,Female_infertility
Z319,Female_infertility
Z350,Female_infertility
M797,Fibromyalgia
D52,Folate_deficiency_with_and_without_anaemia
D520,Folate_deficiency_with_and_without_anaemia
D521,Folate_deficiency_with_and_without_anaemia
D528,Folate_deficiency_with_and_without_anaemia
D529,Folate_deficiency_with_and_without_anaemia
D52X,Folate_deficiency_with_and_without_anaemia
S720,Fracture_of_hip
S721,Fracture_of_hip
S722,Fracture_of_hip
K29,Gastritis_and_duodenitis
K291,Gastritis_and_duodenitis
K292,Gastritis_and_duodenitis
K293,Gastritis_and_duodenitis
K294,Gastritis_and_duodenitis
K295,Gastritis_and_duodenitis
K296,Gastritis_and_duodenitis
K297,Gastritis_and_duodenitis
K298,Gastritis_and_duodenitis
K299,Gastritis_and_duodenitis
K29X,Gastritis_and_duodenitis
K21,Gastro-oesophageal_reflux_disease
K210,Gastro-oesophageal_reflux_disease
K219,Gastro-oesophageal_reflux_disease
K21X,Gastro-oesophageal_reflux_disease
K552,Gastrointestinal_angiodysplasia
M315,Giant_Cell_arteritis
M316,Giant_Cell_arteritis
H401,Glaucoma
H402,Glaucoma
H403,Glaucoma
H404,Glaucoma
H405,Glaucoma
H406,Glaucoma
H408,Glaucoma
H409,Glaucoma
H409,Glaucoma
Q150,Glaucoma
N00,Glomerulonephritis_and_other_nephritides
N000,Glomerulonephritis_and_other_nephritides
N000,Glomerulonephritis_and_other_nephritides
N001,Glomerulonephritis_and_other_nephritides
N002,Glomerulonephritis_and_other_nephritides
N003,Glomerulonephritis_and_other_nephritides
N004,Glomerulonephritis_and_other_nephritides
N005,Glomerulonephritis_and_other_nephritides
N006,Glomerulonephritis_and_other_nephritides
N006,Glomerulonephritis_and_other_nephritides
N007,Glomerulonephritis_and_other_nephritides
N008,Glomerulonephritis_and_other_nephritides
N008,Glomerulonephritis_and_other_nephritides
N009,Glomerulonephritis_and_other_nephritides
N009,Glomerulonephritis_and_other_nephritides
N00X,Glomerulonephritis_and_other_nephritides
N01,Glomerulonephritis_and_other_nephritides
N010,Glomerulonephritis_and_other_nephritides
N011,Glomerulonephritis_and_other_nephritides
N012,Glomerulonephritis_and_other_nephritides
N013,Glomerulonephritis_and_other_nephritides
N014,Glomerulonephritis_and_other_nephritides
N015,Glomerulonephritis_and_other_nephritides
N017,Glomerulonephritis_and_other_nephritides
N018,Glomerulonephritis_and_other_nephritides
N019,Glomerulonephritis_and_other_nephritides
N019,Glomerulonephritis_and_other_nephritides
N01X,Glomerulonephritis_and_other_nephritides
N02,Glomerulonephritis_and_other_nephritides
N020,Glomerulonephritis_and_other_nephritides
N021,Glomerulonephritis_and_other_nephritides
N022,Glomerulonephritis_and_other_nephritides
N023,Glomerulonephritis_and_other_nephritides
N024,Glomerulonephritis_and_other_nephritides
N025,Glomerulonephritis_and_other_nephritides
N026,Glomerulonephritis_and_other_nephritides
N026,Glomerulonephritis_and_other_nephritides
N027,Glomerulonephritis_and_other_nephritides
N028,Glomerulonephritis_and_other_nephritides
N028,Glomerulonephritis_and_other_nephritides
N029,Glomerulonephritis_and_other_nephritides
N029,Glomerulonephritis_and_other_nephritides
N02X,Glomerulonephritis_and_other_nephritides
N03,Glomerulonephritis_and_other_nephritides
N030,Glomerulonephritis_and_other_nephritides
N030,Glomerulonephritis_and_other_nephritides
N031,Glomerulonephritis_and_other_nephritides
N031,Glomerulonephritis_and_other_nephritides
N032,Glomerulonephritis_and_other_nephritides
N032,Glomerulonephritis_and_other_nephritides
N033,Glomerulonephritis_and_other_nephritides
N033,Glomerulonephritis_and_other_nephritides
N034,Glomerulonephritis_and_other_nephritides
N035,Glomerulonephritis_and_other_nephritides
N035,Glomerulonephritis_and_other_nephritides
N036,Glomerulonephritis_and_other_nephritides
N036,Glomerulonephritis_and_other_nephritides
N037,Glomerulonephritis_and_other_nephritides
N038,Glomerulonephritis_and_other_nephritides
N038,Glomerulonephritis_and_other_nephritides
N039,Glomerulonephritis_and_other_nephritides
N039,Glomerulonephritis_and_other_nephritides
N03X,Glomerulonephritis_and_other_nephritides
N04,Glomerulonephritis_and_other_nephritides
N040,Glomerulonephritis_and_other_nephritides
N040,Glomerulonephritis_and_other_nephritides
N041,Glomerulonephritis_and_other_nephritides
N041,Glomerulonephritis_and_other_nephritides
N042,Glomerulonephritis_and_other_nephritides
N042,Glomerulonephritis_and_other_nephritides
N043,Glomerulonephritis_and_other_nephritides
N044,Glomerulonephritis_and_other_nephritides
N045,Glomerulonephritis_and_other_nephritides
N046,Glomerulonephritis_and_other_nephritides
N046,Glomerulonephritis_and_other_nephritides
N047,Glomerulonephritis_and_other_nephritides
N047,Glomerulonephritis_and_other_nephritides
N048,Glomerulonephritis_and_other_nephritides
N048,Glomerulonephritis_and_other_nephritides
N049,Glomerulonephritis_and_other_nephritides
N049,Glomerulonephritis_and_other_nephritides
N04X,Glomerulonephritis_and_other_nephritides
N05,Glomerulonephritis_and_other_nephritides
N050,Glomerulonephritis_and_other_nephritides
N051,Glomerulonephritis_and_other_nephritides
N051,Glomerulonephritis_and_other_nephritides
N052,Glomerulonephritis_and_other_nephritides
N052,Glomerulonephritis_and_other_nephritides
N053,Glomerulonephritis_and_other_nephritides
N054,Glomerulonephritis_and_other_nephritides
N055,Glomerulonephritis_and_other_nephritides
N055,Glomerulonephritis_and_other_nephritides
N056,Glomerulonephritis_and_other_nephritides
N056,Glomerulonephritis_and_other_nephritides
N057,Glomerulonephritis_and_other_nephritides
N057,Glomerulonephritis_and_other_nephritides
N058,Glomerulonephritis_and_other_nephritides
N058,Glomerulonephritis_and_other_nephritides
N059,Glomerulonephritis_and_other_nephritides
N059,Glomerulonephritis_and_other_nephritides
N05X,Glomerulonephritis_and_other_nephritides
N06,Glomerulonephritis_and_other_nephritides
N060,Glomerulonephritis_and_other_nephritides
N061,Glomerulonephritis_and_other_nephritides
N062,Glomerulonephritis_and_other_nephritides
N063,Glomerulonephritis_and_other_nephritides
N065,Glomerulonephritis_and_other_nephritides
N066,Glomerulonephritis_and_other_nephritides
N068,Glomerulonephritis_and_other_nephritides
N069,Glomerulonephritis_and_other_nephritides
N06X,Glomerulonephritis_and_other_nephritides
N08,Glomerulonephritis_and_other_nephritides
N083,Glomerulonephritis_and_other_nephritides
N08X,Glomerulonephritis_and_other_nephritides
N11,Glomerulonephritis_and_other_nephritides
N11X,Glomerulonephritis_and_other_nephritides
M10,Gout
M100,Gout
M101,Gout
M102,Gout
M103,Gout
M104,Gout
M109,Gout
M10X,Gout
M140,Gout
H833,Hearing_loss
H90,Hearing_loss
H900,Hearing_loss
H902,Hearing_loss
H903,Hearing_loss
H905,Hearing_loss
H906,Hearing_loss
H908,Hearing_loss
H90X,Hearing_loss
H91,Hearing_loss
H910,Hearing_loss
H911,Hearing_loss
H912,Hearing_loss
H913,Hearing_loss
H918,Hearing_loss
H919,Hearing_loss
H91X,Hearing_loss
Q161,Hearing_loss
Q169,Hearing_loss
Q898,Hearing_loss
S046,Hearing_loss
Z453,Hearing_loss
Z461,Hearing_loss
Z962,Hearing_loss
Z974,Hearing_loss
I099,Heart_failure
I110,Heart_failure
I130,Heart_failure
I132,Heart_failure
I139,Heart_failure
I260,Heart_failure
I279,Heart_failure
I50,Heart_failure
I500,Heart_failure
I501,Heart_failure
I509,Heart_failure
I50X,Heart_failure
I050,Heart_valve_disease_non-rheumatic
I052,Heart_valve_disease_non-rheumatic
I058,Heart_valve_disease_non-rheumatic
I059,Heart_valve_disease_non-rheumatic
I070,Heart_valve_disease_non-rheumatic
I071,Heart_valve_disease_non-rheumatic
I072,Heart_valve_disease_non-rheumatic
I078,Heart_valve_disease_non-rheumatic
I079,Heart_valve_disease_non-rheumatic
I08,Heart_valve_disease_non-rheumatic
I080,Heart_valve_disease_non-rheumatic
I081,Heart_valve_disease_non-rheumatic
I082,Heart_valve_disease_non-rheumatic
I083,Heart_valve_disease_non-rheumatic
I089,Heart_valve_disease_non-rheumatic
I08X,Heart_valve_disease_non-rheumatic
I34,Heart_valve_disease_non-rheumatic
I340,Heart_valve_disease_non-rheumatic
I341,Heart_valve_disease_non-rheumatic
I348,Heart_valve_disease_non-rheumatic
I349,Heart_valve_disease_non-rheumatic
I34X,Heart_valve_disease_non-rheumatic
I35,Heart_valve_disease_non-rheumatic
I350,Heart_valve_disease_non-rheumatic
I351,Heart_valve_disease_non-rheumatic
I352,Heart_valve_disease_non-rheumatic
I358,Heart_valve_disease_non-rheumatic
I359,Heart_valve_disease_non-rheumatic
I35X,Heart_valve_disease_non-rheumatic
I36,Heart_valve_disease_non-rheumatic
I360,Heart_valve_disease_non-rheumatic
I361,Heart_valve_disease_non-rheumatic
I362,Heart_valve_disease_non-rheumatic
I369,Heart_valve_disease_non-rheumatic
I36X,Heart_valve_disease_non-rheumatic
L732,Hidradenitis_suppurativa
B20,HIV
B200,HIV
B201,HIV
B202,HIV
B203,HIV
B204,HIV
B205,HIV
B206,HIV
B207,HIV
B20X,HIV
B21,HIV
B210,HIV
B211,HIV
B212,HIV
B217,HIV
B218,HIV
B219,HIV
B21X,HIV
B22,HIV
B220,HIV
B221,HIV
B222,HIV
B22X,HIV
B23,HIV
B230,HIV
B238,HIV
B23X,HIV
B24,HIV
B24X,HIV
F024,HIV
R75,HIV
R75X,HIV
Z21,HIV
Z21X,HIV
Z717,HIV
C81,Hodgkin_Lymphoma
C810,Hodgkin_Lymphoma
C811,Hodgkin_Lymphoma
C812,Hodgkin_Lymphoma
C813,Hodgkin_Lymphoma
C814,Hodgkin_Lymphoma
C817,Hodgkin_Lymphoma
C819,Hodgkin_Lymphoma
C81X,Hodgkin_Lymphoma
E210,Hyperparathyroidism
E210,Hyperparathyroidism
E211,Hyperparathyroidism
E211,Hyperparathyroidism
E212,Hyperparathyroidism
E212,Hyperparathyroidism
E213,Hyperparathyroidism
E213,Hyperparathyroidism
N40,Hyperplasia_of_prostate
N40X,Hyperplasia_of_prostate
E221,Hyperprolactinaemia_and_prolactinoma
E260,Hypertension
E269,Hypertension
I10,Hypertension
I10X,Hypertension
I11,Hypertension
I119,Hypertension
I11X,Hypertension
I12,Hypertension
I120,Hypertension
I129,Hypertension
I12X,Hypertension
I13,Hypertension
I131,Hypertension
I132,Hypertension
I139,Hypertension
I13X,Hypertension
I15,Hypertension
I150,Hypertension
I151,Hypertension
I152,Hypertension
I158,Hypertension
I159,Hypertension
I15X,Hypertension
I674,Hypertension
O102,Hypertension
O103,Hypertension
O109,Hypertension
O11,Hypertension
O11X,Hypertension
I421,Hypertrophic_Cardiomyopathy
I422,Hypertrophic_Cardiomyopathy
J342,Hypertrophy_of_nasal_turbinates
J343,Hypertrophy_of_nasal_turbinates
E230,Hypopituitarism
E231,Hypopituitarism
E236,Hypopituitarism
E893,Hypopituitarism
D730,Hyposplenism
D735,Hyposplenism
D738,Hyposplenism
Q890,Hyposplenism
D80,Immunodeficiencies
D800,Immunodeficiencies
D801,Immunodeficiencies
D802,Immunodeficiencies
D803,Immunodeficiencies
D804,Immunodeficiencies
D805,Immunodeficiencies
D808,Immunodeficiencies
D809,Immunodeficiencies
D80X,Immunodeficiencies
D81,Immunodeficiencies
D810,Immunodeficiencies
D813,Immunodeficiencies
D815,Immunodeficiencies
D816,Immunodeficiencies
D817,Immunodeficiencies
D818,Immunodeficiencies
D819,Immunodeficiencies
D81X,Immunodeficiencies
D82,Immunodeficiencies
D820,Immunodeficiencies
D821,Immunodeficiencies
D822,Immunodeficiencies
D824,Immunodeficiencies
D82X,Immunodeficiencies
D83,Immunodeficiencies
D838,Immunodeficiencies
D839,Immunodeficiencies
D83X,Immunodeficiencies
D840,Immunodeficiencies
D848,Immunodeficiencies
D849,Immunodeficiencies
D849,Immunodeficiencies
A180,Infection_of_bones_and_joints
A544,Infection_of_bones_and_joints
B453,Infection_of_bones_and_joints
B672,Infection_of_bones_and_joints
B902,Infection_of_bones_and_joints
M00,Infection_of_bones_and_joints
M009,Infection_of_bones_and_joints
M00X,Infection_of_bones_and_joints
M01,Infection_of_bones_and_joints
M01X,Infection_of_bones_and_joints
M462,Infection_of_bones_and_joints
M463,Infection_of_bones_and_joints
M464,Infection_of_bones_and_joints
M465,Infection_of_bones_and_joints
M490,Infection_of_bones_and_joints
M491,Infection_of_bones_and_joints
M492,Infection_of_bones_and_joints
M493,Infection_of_bones_and_joints
M86,Infection_of_bones_and_joints
M860,Infection_of_bones_and_joints
M861,Infection_of_bones_and_joints
M862,Infection_of_bones_and_joints
M863,Infection_of_bones_and_joints
M864,Infection_of_bones_and_joints
M865,Infection_of_bones_and_joints
M866,Infection_of_bones_and_joints
M868,Infection_of_bones_and_joints
M869,Infection_of_bones_and_joints
M86X,Infection_of_bones_and_joints
M900,Infection_of_bones_and_joints
M901,Infection_of_bones_and_joints
M902,Infection_of_bones_and_joints
T847,Infection_of_bones_and_joints
M50,Intervertebral_disc_disorders
M501,Intervertebral_disc_disorders
M502,Intervertebral_disc_disorders
M503,Intervertebral_disc_disorders
M508,Intervertebral_disc_disorders
M509,Intervertebral_disc_disorders
M50X,Intervertebral_disc_disorders
M51,Intervertebral_disc_disorders
M512,Intervertebral_disc_disorders
M513,Intervertebral_disc_disorders
M514,Intervertebral_disc_disorders
M518,Intervertebral_disc_disorders
M519,Intervertebral_disc_disorders
M51X,Intervertebral_disc_disorders
M995,Intervertebral_disc_disorders
I61,Intracerebral_haemorrhage
I610,Intracerebral_haemorrhage
I611,Intracerebral_haemorrhage
I612,Intracerebral_haemorrhage
I613,Intracerebral_haemorrhage
I614,Intracerebral_haemorrhage
I615,Intracerebral_haemorrhage
I616,Intracerebral_haemorrhage
I618,Intracerebral_haemorrhage
I619,Intracerebral_haemorrhage
I61X,Intracerebral_haemorrhage
I691,Intracerebral_haemorrhage
I692,Intracerebral_haemorrhage
G932,Intracranial_hypertension
D50,Iron_deficiency_with_and_without_anaemia
D500,Iron_deficiency_with_and_without_anaemia
D501,Iron_deficiency_with_and_without_anaemia
D508,Iron_deficiency_with_and_without_anaemia
D509,Iron_deficiency_with_and_without_anaemia
D50X,Iron_deficiency_with_and_without_anaemia
K58,Irritable_bowel_syndrome
K580,Irritable_bowel_syndrome
K589,Irritable_bowel_syndrome
K58X,Irritable_bowel_syndrome
M08,Juvenile_arthritis
M080,Juvenile_arthritis
M081,Juvenile_arthritis
M082,Juvenile_arthritis
M083,Juvenile_arthritis
M084,Juvenile_arthritis
M088,Juvenile_arthritis
M089,Juvenile_arthritis
M08X,Juvenile_arthritis
M09,Juvenile_arthritis
M090,Juvenile_arthritis
M09X,Juvenile_arthritis
F70,Learning_disability
F708,Learning_disability
F70X,Learning_disability
F71,Learning_disability
F718,Learning_disability
F71X,Learning_disability
F72,Learning_disability
F728,Learning_disability
F72X,Learning_disability
F73,Learning_disability
F73X,Learning_disability
F78,Learning_disability
F788,Learning_disability
F78X,Learning_disability
F79,Learning_disability
F79X,Learning_disability
F80,Learning_disability
F808,Learning_disability
F80X,Learning_disability
F81,Learning_disability
F818,Learning_disability
F819,Learning_disability
F819,Learning_disability
F81X,Learning_disability
F82,Learning_disability
F82X,Learning_disability
F83,Learning_disability
F83X,Learning_disability
F84,Learning_disability
F848,Learning_disability
F849,Learning_disability
F84X,Learning_disability
F89,Learning_disability
F89X,Learning_disability
Q909,Learning_disability
Q912,Learning_disability
Q913,Learning_disability
Q916,Learning_disability
Q917,Learning_disability
Q992,Learning_disability
C91,Leukaemia
C910,Leukaemia
C911,Leukaemia
C913,Leukaemia
C914,Leukaemia
C915,Leukaemia
C916,Leukaemia
C917,Leukaemia
C918,Leukaemia
C919,Leukaemia
C91X,Leukaemia
C92,Leukaemia
C920,Leukaemia
C921,Leukaemia
C922,Leukaemia
C923,Leukaemia
C924,Leukaemia
C925,Leukaemia
C927,Leukaemia
C929,Leukaemia
C92X,Leukaemia
C93,Leukaemia
C930,Leukaemia
C931,Leukaemia
C933,Leukaemia
C937,Leukaemia
C939,Leukaemia
C93X,Leukaemia
C94,Leukaemia
C940,Leukaemia
C942,Leukaemia
C943,Leukaemia
C944,Leukaemia
C946,Leukaemia
C947,Leukaemia
C94X,Leukaemia
C95,Leukaemia
C950,Leukaemia
C951,Leukaemia
C957,Leukaemia
C959,Leukaemia
C95X,Leukaemia
D471,Leukaemia
Z856,Leukaemia
L43,Lichen_planus
L430,Lichen_planus
L431,Lichen_planus
L433,Lichen_planus
L438,Lichen_planus
L439,Lichen_planus
L43X,Lichen_planus
L661,Lichen_planus
B150,Liver_failure_and_transplant
B160,Liver_failure_and_transplant
B162,Liver_failure_and_transplant
B190,Liver_failure_and_transplant
K704,Liver_failure_and_transplant
K711,Liver_failure_and_transplant
K72,Liver_failure_and_transplant
K720,Liver_failure_and_transplant
K729,Liver_failure_and_transplant
K72X,Liver_failure_and_transplant
K762,Liver_failure_and_transplant
K763,Liver_failure_and_transplant
T864,Liver_failure_and_transplant
K702,Liver_fibrosis_sclerosis_and_cirrhosis
K703,Liver_fibrosis_sclerosis_and_cirrhosis
K717,Liver_fibrosis_sclerosis_and_cirrhosis
K740,Liver_fibrosis_sclerosis_and_cirrhosis
K741,Liver_fibrosis_sclerosis_and_cirrhosis
K742,Liver_fibrosis_sclerosis_and_cirrhosis
K743,Liver_fibrosis_sclerosis_and_cirrhosis
K744,Liver_fibrosis_sclerosis_and_cirrhosis
K745,Liver_fibrosis_sclerosis_and_cirrhosis
K745,Liver_fibrosis_sclerosis_and_cirrhosis
K746,Liver_fibrosis_sclerosis_and_cirrhosis
K746,Liver_fibrosis_sclerosis_and_cirrhosis
K761,Liver_fibrosis_sclerosis_and_cirrhosis
H011,Lupus_erythematosus_local_and_systemic
L93,Lupus_erythematosus_local_and_systemic
L930,Lupus_erythematosus_local_and_systemic
L931,Lupus_erythematosus_local_and_systemic
L932,Lupus_erythematosus_local_and_systemic
L93X,Lupus_erythematosus_local_and_systemic
M32,Lupus_erythematosus_local_and_systemic
M320,Lupus_erythematosus_local_and_systemic
M328,Lupus_erythematosus_local_and_systemic
M329,Lupus_erythematosus_local_and_systemic
M32X,Lupus_erythematosus_local_and_systemic
H353,Macular_degeneration
N46,Male_infertility
N46X,Male_infertility
H810,Meniere_disease
N920,Menorrhagia_and_polymenorrhoea
N921,Menorrhagia_and_polymenorrhoea
N922,Menorrhagia_and_polymenorrhoea
N924,Menorrhagia_and_polymenorrhoea
G43,Migraine
G430,Migraine
G431,Migraine
G432,Migraine
G433,Migraine
G438,Migraine
G439,Migraine
G43X,Migraine
G121,Motor_neuron_disease
G122,Motor_neuron_disease
G128,Motor_neuron_disease
G129,Motor_neuron_disease
C880,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C880,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C882,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C883,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C889,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C90,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C900,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C901,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C902,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C903,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
C90X,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
D477,Multiple_myeloma_and_malignant_plasma_cell_neoplasms
G35,Multiple_sclerosis
G35X,Multiple_sclerosis
G700,Myasthenia_gravis
D46,Myelodysplastic_syndromes
D460,Myelodysplastic_syndromes
D461,Myelodysplastic_syndromes
D462,Myelodysplastic_syndromes
D464,Myelodysplastic_syndromes
D465,Myelodysplastic_syndromes
D466,Myelodysplastic_syndromes
D469,Myelodysplastic_syndromes
D46X,Myelodysplastic_syndromes
J33,Nasal_polyp
J330,Nasal_polyp
J331,Nasal_polyp
J338,Nasal_polyp
J339,Nasal_polyp
J33X,Nasal_polyp
N31,Neuromuscular_dysfunction_of_bladder
N311,Neuromuscular_dysfunction_of_bladder
N312,Neuromuscular_dysfunction_of_bladder
N318,Neuromuscular_dysfunction_of_bladder
N319,Neuromuscular_dysfunction_of_bladder
N31X,Neuromuscular_dysfunction_of_bladder
N301,Non-acute_cystitis
N302,Non-acute_cystitis
N303,Non-acute_cystitis
N308,Non-acute_cystitis
K700,Non-alcoholic_fatty_liver_disease_and_steatohepatitis
K700,Non-alcoholic_fatty_liver_disease_and_steatohepatitis
K760,Non-alcoholic_fatty_liver_disease_and_steatohepatitis
