phenotype,code,term,name,comment
GNH0037_RheumatoidArthritis,M069,ICD10,"Rheumatoid arthritis, unspecified",
GNH0037_RheumatoidArthritis,M06X,ICD10,Other rheumatoid arthritis,
GNH0037_RheumatoidArthritis,9631008,SNOMED,Rheumatoid arthritis of spine,
GNH0037_RheumatoidArthritis,10713006,SNOMED,Fibrosing alveolitis associated with rheumatoid arthritis,
GNH0037_RheumatoidArthritis,23060008,SNOMED,Swan-neck deformity of finger,
GNH0037_RheumatoidArthritis,28880005,SNOMED,Rheumatoid carditis,
GNH0037_RheumatoidArthritis,33719002,SNOMED,Rheumatoid nodule,
GNH0037_RheumatoidArthritis,33719002,SNOMED,Rheumatoid nodule,
GNH0037_RheumatoidArthritis,57160007,SNOMED,Felty's syndrome,
GNH0037_RheumatoidArthritis,69896004,SNOMED,Rheumatoid arthritis and other inflammatory polyarthropathy,
GNH0037_RheumatoidArthritis,69896004,SNOMED,Rheumatoid arthritis,
GNH0037_RheumatoidArthritis,69896004,SNOMED,[X]Other specified rheumatoid arthritis,
GNH0037_RheumatoidArthritis,84017003,SNOMED,Rheumatoid bursitis,
GNH0037_RheumatoidArthritis,161567008,SNOMED,H/O: rheumatoid arthritis,
GNH0037_RheumatoidArthritis,164454008,SNOMED,O/E - hands - ulnar deviation,
GNH0037_RheumatoidArthritis,164454008,SNOMED,O/E - ulnar deviation,
GNH0037_RheumatoidArthritis,164456005,SNOMED,O/E-hands-rheumatoid spindling,
GNH0037_RheumatoidArthritis,193180002,SNOMED,Polyneuropathy in rheumatoid arthritis,
GNH0037_RheumatoidArthritis,193250002,SNOMED,Myopathy due to rheumatoid arthritis,
GNH0037_RheumatoidArthritis,195136004,SNOMED,Rheumatoid myocarditis,
GNH0037_RheumatoidArthritis,201764007,SNOMED,Rheumatoid arthritis of cervical spine,
GNH0037_RheumatoidArthritis,201766009,SNOMED,Rheumatoid arthritis of shoulder,
GNH0037_RheumatoidArthritis,201767000,SNOMED,Rheumatoid arthritis of sternoclavicular joint,
GNH0037_RheumatoidArthritis,201768005,SNOMED,Rheumatoid arthritis of acromioclavicular joint,
GNH0037_RheumatoidArthritis,201769002,SNOMED,Rheumatoid arthritis of elbow,
GNH0037_RheumatoidArthritis,201770001,SNOMED,Rheumatoid arthritis of distal radio-ulnar joint,
GNH0037_RheumatoidArthritis,201771002,SNOMED,Rheumatoid arthritis of wrist,
GNH0037_RheumatoidArthritis,201772009,SNOMED,Rheumatoid arthritis of metacarpophalangeal joint,
GNH0037_RheumatoidArthritis,201773004,SNOMED,Rheumatoid arthritis of proximal interphalangeal joint of finger,
GNH0037_RheumatoidArthritis,201774005,SNOMED,Rheumatoid arthritis of distal interphalangeal joint of finger,
GNH0037_RheumatoidArthritis,201775006,SNOMED,Rheumatoid arthritis of hip,
GNH0037_RheumatoidArthritis,201776007,SNOMED,Rheumatoid arthritis of sacroiliac joint,
GNH0037_RheumatoidArthritis,201777003,SNOMED,Rheumatoid arthritis of knee,
GNH0037_RheumatoidArthritis,201778008,SNOMED,Rheumatoid arthritis of tibio-fibular joint,
GNH0037_RheumatoidArthritis,201779000,SNOMED,Rheumatoid arthritis of ankle,
GNH0037_RheumatoidArthritis,201780002,SNOMED,Rheumatoid arthritis of subtalar joint,
GNH0037_RheumatoidArthritis,201781003,SNOMED,Rheumatoid arthritis of talonavicular joint,
GNH0037_RheumatoidArthritis,201783000,SNOMED,Rheumatoid arthritis of 1st metatarsophalangeal joint,
GNH0037_RheumatoidArthritis,201784006,SNOMED,Rheumatoid arthritis of lesser metatarsophalangeal joint,
GNH0037_RheumatoidArthritis,201785007,SNOMED,Rheumatoid arthritis of interphalangeal joint of toe,
GNH0037_RheumatoidArthritis,201791009,SNOMED,Flare of rheumatoid arthritis,
GNH0037_RheumatoidArthritis,239791005,SNOMED,Seropositive rheumatoid arthritis,
GNH0037_RheumatoidArthritis,239791005,SNOMED,[X]Other seropositive rheumatoid arthritis,
GNH0037_RheumatoidArthritis,239791005,SNOMED,"[X]Seropositive rheumatoid arthritis, unspecified",
GNH0037_RheumatoidArthritis,239792003,SNOMED,Seronegative rheumatoid arthritis,
GNH0037_RheumatoidArthritis,239793008,SNOMED,Rheumatoid arthritis with organ / system involvement,
GNH0037_RheumatoidArthritis,239793008,SNOMED,Rheumatoid arthropathy + visceral/systemic involvement NOS,
GNH0037_RheumatoidArthritis,239793008,SNOMED,[X]Rheumatoid arthritis+involvement/other organs or systems,
GNH0037_RheumatoidArthritis,239920006,SNOMED,Adult onset Still's disease,
GNH0037_RheumatoidArthritis,239920006,SNOMED,Adult-onset Still's disease,
GNH0037_RheumatoidArthritis,275902004,SNOMED,Rheumatoid arthritis monitoring,
GNH0037_RheumatoidArthritis,287006005,SNOMED,Rheumatoid arthritis - multiple joint,
GNH0037_RheumatoidArthritis,308143008,SNOMED,Seropositive erosive rheumatoid arthritis,
GNH0037_RheumatoidArthritis,398640008,SNOMED,Caplan's syndrome,
GNH0037_RheumatoidArthritis,398726004,SNOMED,Rheumatoid lung,
GNH0037_RheumatoidArthritis,398726004,SNOMED,Rheumatoid lung disease,
GNH0037_RheumatoidArthritis,398726004,SNOMED,Rheumatoid lung,
GNH0037_RheumatoidArthritis,400054000,SNOMED,Rheumatoid vasculitis,
GNH0037_RheumatoidArthritis,429192004,SNOMED,Rheumatoid arthritis of other tarsal joint,
GNH0037_RheumatoidArthritis,441870009,SNOMED,Disease activity score 28 joint in rheumatoid arthritis,
GNH0037_RheumatoidArthritis,763259004,SNOMED,Disease Activity Score,
GNH0037_RheumatoidArthritis,2.31041E+14,SNOMED,Delivery of rehabilitation for rheumatoid arthritis,
GNH0037_RheumatoidArthritis,8.47261E+14,SNOMED,Rheumatoid arthritis annual review,
GNH0037_RheumatoidArthritis,8.82321E+14,SNOMED,Rheumatoid arthritis monitoring invitation,
GNH0037_RheumatoidArthritis,8.82401E+14,SNOMED,Rheumatoid arthritis monitoring invitation first letter,
GNH0037_RheumatoidArthritis,8.82421E+14,SNOMED,Rheumatoid arthritis monitoring invitation second letter,
GNH0037_RheumatoidArthritis,8.82441E+14,SNOMED,Rheumatoid arthritis monitoring invitation third letter,
GNH0037_RheumatoidArthritis,8.82461E+14,SNOMED,Rheumatoid arthritis monitoring verbal invitation,
GNH0037_RheumatoidArthritis,8.82481E+14,SNOMED,Rheumatoid arthritis monitoring telephone invitation,
GNH0038_Depression,F204,ICD10,Post-schizophrenic depression,
GNH0038_Depression,F251,ICD10,"Schizoaffective disorder, depressive type",
GNH0038_Depression,F32,ICD10,Depressive episode,
GNH0038_Depression,F320,ICD10,Mild depressive episode,
GNH0038_Depression,F321,ICD10,Moderate depressive episode,
GNH0038_Depression,F322,ICD10,Severe depressive episode without psychotic symptoms,
GNH0038_Depression,F323,ICD10,Severe depressive episode with psychotic symptoms,
GNH0038_Depression,F328,ICD10,Other depressive episodes,
GNH0038_Depression,F329,ICD10,"Depressive episode, unspecified",
GNH0038_Depression,F32X,ICD10,Depressive episode,
GNH0038_Depression,F33,ICD10,Recurrent depressive disorder,
GNH0038_Depression,F330,ICD10,"Recurrent depressive disorder, current episode mild",
GNH0038_Depression,F331,ICD10,"Recurrent depressive disorder, current episode moderate",
GNH0038_Depression,F332,ICD10,"Recurrent depressive disorder, current episode severe without psychotic symptoms",
GNH0038_Depression,F333,ICD10,"Recurrent depressive disorder, current episode severe with psychotic symptoms",
GNH0038_Depression,F334,ICD10,"Recurrent depressive disorder, currently in remission",
GNH0038_Depression,F338,ICD10,Other recurrent depressive disorders,
GNH0038_Depression,F339,ICD10,"Recurrent depressive disorder, unspecified",
GNH0038_Depression,F33X,ICD10,Recurrent depressive disorder,
GNH0038_Depression,F34,ICD10,Persistent mood [affective] disorders,
GNH0038_Depression,F340,ICD10,Cyclothymia,
GNH0038_Depression,F341,ICD10,Dysthymia,
GNH0038_Depression,F348,ICD10,Other persistent mood [affective] disorders,
GNH0038_Depression,F349,ICD10,"Persistent mood [affective] disorder, unspecified",
GNH0038_Depression,F34X,ICD10,Persistent mood [affective] disorders,
GNH0038_Depression,F38,ICD10,Other mood [affective] disorders,
GNH0038_Depression,F380,ICD10,Other single mood [affective] disorders,
GNH0038_Depression,F381,ICD10,Other recurrent mood [affective] disorders,
GNH0038_Depression,F38X,ICD10,Other mood [affective] disorders,
GNH0038_Depression,F412,ICD10,Mixed anxiety and depressive disorder,
GNH0038_Depression,F920,ICD10,Depressive conduct disorder,
GNH0038_Depression,832007,SNOMED,Moderate major depression,
GNH0038_Depression,15639000,SNOMED,"Moderate major depression, single episode",
GNH0038_Depression,19527009,SNOMED,Single episode of major depression in full remission,
GNH0038_Depression,28475009,SNOMED,[X]Recurrent depress disorder cur epi severe with psyc symp,
GNH0038_Depression,28475009,SNOMED,[X]Recurr severe episodes/major depression+psychotic symptom,
GNH0038_Depression,35489007,SNOMED,Depressive psychoses,
GNH0038_Depression,35489007,SNOMED,Depressive disorder,
GNH0038_Depression,35489007,SNOMED,Depressive episode,
GNH0038_Depression,35489007,SNOMED,[X]Other depressive episodes,
GNH0038_Depression,35489007,SNOMED,"[X]Depressive episode, unspecified",
GNH0038_Depression,35489007,SNOMED,Depression,
GNH0038_Depression,35489007,SNOMED,[X]Depressive disorder NOS,
GNH0038_Depression,35489007,SNOMED,[X]Monopolar depression NOS,
GNH0038_Depression,36474008,SNOMED,"[X] Manic-depressive psychosis, depressed type without psychotic symptoms",
GNH0038_Depression,36923009,SNOMED,"Major depression, single episode",
GNH0038_Depression,36923009,SNOMED,"Single major depressive episode, unspecified",
GNH0038_Depression,36923009,SNOMED,Single major depressive episode NOS,
GNH0038_Depression,40568001,SNOMED,[X]Recurrent brief depressive episodes,
GNH0038_Depression,46206005,SNOMED,[X]Other mood affective disorders,
GNH0038_Depression,46206005,SNOMED,[X]Other single mood affective disorders,
GNH0038_Depression,46244001,SNOMED,Recurrent major depression in full remission,
GNH0038_Depression,58703003,SNOMED,Puerperal depression,
GNH0038_Depression,58703003,SNOMED,Postpartum depression,
GNH0038_Depression,58703003,SNOMED,[X]Postnatal depression NOS,
GNH0038_Depression,58703003,SNOMED,[X]Postpartum depression NOS,
GNH0038_Depression,70747007,SNOMED,"Major depression single episode, in partial remission",
GNH0038_Depression,73867007,SNOMED,Severe major depression with psychotic features,
GNH0038_Depression,73867007,SNOMED,[X]Endogenous depression with psychotic symptoms,
GNH0038_Depression,75084000,SNOMED,Severe major depression without psychotic features,
GNH0038_Depression,76105009,SNOMED,Cyclothymia,
GNH0038_Depression,76105009,SNOMED,[X]Cycloid personality,
GNH0038_Depression,76105009,SNOMED,[X]Cyclothymic personality,
GNH0038_Depression,78667006,SNOMED,Depressive personality disorder,
GNH0038_Depression,78667006,SNOMED,Dysthymia,
GNH0038_Depression,78667006,SNOMED,[X]Depressive neurosis,
GNH0038_Depression,78667006,SNOMED,Depressive neurosis,
GNH0038_Depression,79298009,SNOMED,"Mild major depression, single episode",
GNH0038_Depression,83458005,SNOMED,Agitated depression,
GNH0038_Depression,83458005,SNOMED,Agitated depression,
GNH0038_Depression,84760002,SNOMED,"Schizoaffective disorder, depressive type",
GNH0038_Depression,84760002,SNOMED,"[X]Schizoaffective psychosis, depressive type",
GNH0038_Depression,84760002,SNOMED,"[X]Schizophreniform psychosis, depressive type",
GNH0038_Depression,87414006,SNOMED,Reactive depression (situational),
GNH0038_Depression,87414006,SNOMED,[X]Single episode of depressive reaction,
GNH0038_Depression,87414006,SNOMED,[X]Single episode of psychogenic depression,
GNH0038_Depression,87414006,SNOMED,[X]Single episode of reactive depression,
GNH0038_Depression,87414006,SNOMED,[X]Prolonged single episode of reactive depression,
GNH0038_Depression,87414006,SNOMED,Reactive depression,
GNH0038_Depression,87512008,SNOMED,Mild major depression,
GNH0038_Depression,161469008,SNOMED,H/O: depression,
GNH0038_Depression,162722001,SNOMED,O/E - depressed,
GNH0038_Depression,191455000,SNOMED,Presenile dementia with depression,
GNH0038_Depression,191459006,SNOMED,Senile dementia with depression,
GNH0038_Depression,191466007,SNOMED,Arteriosclerotic dementia with depression,
GNH0038_Depression,191604000,SNOMED,"Single major depressive episode, severe, with psychosis",
GNH0038_Depression,191604000,SNOMED,[X]Severe depressive episode with psychotic symptoms,
GNH0038_Depression,191604000,SNOMED,[X]Single episode of major depression and psychotic symptoms,
GNH0038_Depression,191604000,SNOMED,[X]Single episode of psychotic depression,
GNH0038_Depression,191610000,SNOMED,"Recurrent major depressive episodes, mild",
GNH0038_Depression,191611001,SNOMED,"Recurrent major depressive episodes, moderate",
GNH0038_Depression,191613003,SNOMED,"Recurrent major depressive episodes, severe, with psychosis",
GNH0038_Depression,191613003,SNOMED,[X]Recurr severe episodes/psychogenic depressive psychosis,
GNH0038_Depression,191613003,SNOMED,[X]Recurrent severe episodes of psychotic depression,
GNH0038_Depression,191616006,SNOMED,Recurrent depression,
GNH0038_Depression,191616006,SNOMED,[X]Recurrent depressive disorder,
GNH0038_Depression,191616006,SNOMED,[X]Recurrent episodes of depressive reaction,
GNH0038_Depression,191616006,SNOMED,[X]Recurrent episodes of psychogenic depression,
GNH0038_Depression,191616006,SNOMED,[X]Recurrent episodes of reactive depression,
GNH0038_Depression,191616006,SNOMED,[X]Other recurrent depressive disorders,
GNH0038_Depression,191616006,SNOMED,"[X]Recurrent depressive disorder, unspecified",
GNH0038_Depression,191659001,SNOMED,Atypical depressive disorder,
GNH0038_Depression,191659001,SNOMED,[X]Atypical depression,
GNH0038_Depression,191676002,SNOMED,Reactive depressive psychosis,
GNH0038_Depression,191676002,SNOMED,Psychotic reactive depression,
GNH0038_Depression,191676002,SNOMED,[X]Single episode of psychogenic depressive psychosis,
GNH0038_Depression,191676002,SNOMED,[X]Single episode of reactive depressive psychosis,
GNH0038_Depression,192046006,SNOMED,Brief depressive adjustment reaction,
GNH0038_Depression,192046006,SNOMED,Brief depressive reaction NOS,
GNH0038_Depression,192049004,SNOMED,Prolonged depressive adjustment reaction,
GNH0038_Depression,192079006,SNOMED,Postviral depression,
GNH0038_Depression,192080009,SNOMED,Chronic depression,
GNH0038_Depression,192362008,SNOMED,"Bipolar affective disorder , current episode mixed",
GNH0038_Depression,231485007,SNOMED,[X]Post-schizophrenic depression,
GNH0038_Depression,231499006,SNOMED,Endogenous depression first episode,
GNH0038_Depression,231499006,SNOMED,Endogenous depression first episode,
GNH0038_Depression,231500002,SNOMED,Masked depression,
GNH0038_Depression,231500002,SNOMED,[X]Single episode of masked depression NOS,
GNH0038_Depression,231504006,SNOMED,Mixed anxiety and depressive disorder,
GNH0038_Depression,231504006,SNOMED,[X]Persistant anxiety depression,
GNH0038_Depression,231504006,SNOMED,[X]Mixed anxiety and depressive disorder,
GNH0038_Depression,231504006,SNOMED,[X]Mild anxiety depression,
GNH0038_Depression,231542000,SNOMED,[X]Depressive conduct disorder,
GNH0038_Depression,247803002,SNOMED,Seasonal affective disorder,
GNH0038_Depression,247803002,SNOMED,[X]Seasonal depressive disorder,
GNH0038_Depression,247803002,SNOMED,SAD - Seasonal affective disorder,
GNH0038_Depression,268621008,SNOMED,Recurrent major depressive episodes,
GNH0038_Depression,268621008,SNOMED,"Recurrent major depressive episodes, unspecified",
GNH0038_Depression,268621008,SNOMED,Recurrent major depressive episode NOS,
GNH0038_Depression,268621008,SNOMED,"[X]Major depression, recurrent without psychotic symptoms",
GNH0038_Depression,272022009,SNOMED,C/O - feeling depressed,
GNH0038_Depression,274948002,SNOMED,Endogenous depression - recurrent,
GNH0038_Depression,300706003,SNOMED,Endogenous depression,
GNH0038_Depression,300706003,SNOMED,[X]Endogenous depression without psychotic symptoms,
GNH0038_Depression,310495003,SNOMED,Mild depression,
GNH0038_Depression,310495003,SNOMED,[X]Mild depression,
GNH0038_Depression,310495003,SNOMED,"[X]Recurrent depressive disorder, current episode mild",
GNH0038_Depression,310496002,SNOMED,[X]Moderate depressive episode,
GNH0038_Depression,310496002,SNOMED,"[X]Recurrent depressive disorder, current episode moderate",
GNH0038_Depression,310497006,SNOMED,[X]Severe depressive episode without psychotic symptoms,
GNH0038_Depression,310497006,SNOMED,[X] Single episode agitated depression without psychotic symptoms,
GNH0038_Depression,310497006,SNOMED,Severe depression,
GNH0038_Depression,310497006,SNOMED,[X]Single episode vital depression w'out psychotic symptoms,
GNH0038_Depression,310497006,SNOMED,[X]Recurr depress disorder cur epi severe without psyc sympt,
GNH0038_Depression,310497006,SNOMED,"[X]Vital depression, recurrent without psychotic symptoms",
GNH0038_Depression,366979004,SNOMED,Depressed,
GNH0038_Depression,366979004,SNOMED,Depressed mood,
GNH0038_Depression,386782008,SNOMED,Disturbance in affect,
GNH0038_Depression,386782008,SNOMED,[X]Other persistent mood affective disorders,
GNH0038_Depression,386782008,SNOMED,"[X]Persistent mood affective disorder, unspecified",
GNH0038_Depression,386782008,SNOMED,[X]Other recurrent mood affective disorders,
GNH0038_Depression,394924000,SNOMED,Symptoms of depression,
GNH0038_Depression,394924000,SNOMED,Depressive symptoms,
GNH0038_Depression,395072006,SNOMED,Postnatal depression counselling,
GNH0038_Depression,401174001,SNOMED,Depression management programme,
GNH0038_Depression,413169006,SNOMED,On depression register,
GNH0038_Depression,413170007,SNOMED,Removed from depression register,
GNH0038_Depression,413972000,SNOMED,Depression annual review,
GNH0038_Depression,413973005,SNOMED,Depression interim review,
GNH0038_Depression,413974004,SNOMED,Depression medication review,
GNH0038_Depression,415044007,SNOMED,Patient given advice about management of depression,
GNH0038_Depression,698957003,SNOMED,"[X]Recurrent depressive disorder, currently in remission",
GNH0038_Depression,2.51E+11,SNOMED,"Severe major depression, single episode",
GNH0038_Depression,1.66291E+14,SNOMED,Depression enhanced services administration,
GNH0038_Depression,1.66481E+14,SNOMED,Depression enhanced service completed,
GNH0038_Depression,1.96381E+14,SNOMED,Depression resolved,
GNH0038_Depression,1.99111E+14,SNOMED,Referral for guided self-help for depression,
GNH0038_Depression,3.61761E+14,SNOMED,On full dose long term treatment depression - enh serv admin,
GNH0038_Depression,7.13831E+14,SNOMED,Depression monitoring administration,
GNH0038_Depression,7.16421E+14,SNOMED,Depression monitoring telephone invitation,
GNH0038_Depression,7.16681E+14,SNOMED,Depression monitoring second letter,
GNH0038_Depression,7.16961E+14,SNOMED,Depression monitoring third letter,
GNH0038_Depression,7.17211E+14,SNOMED,Depression monitoring first letter,
GNH0038_Depression,7.17261E+14,SNOMED,Depression monitoring verbal invitation,
GNH0038_Depression,7.55321E+14,SNOMED,"[X]Single major depressive episode, severe, with psychosis, psychosis in remission",
GNH0038_Depression,7.55331E+14,SNOMED,"[X]Recurrent major depressive episodes, severe, with psychosis, psychosis in remission",
GNH0038_Depression,7.64611E+14,SNOMED,"Recurrent major depressive episodes, severe",
GNH0038_Depression,7.64691E+14,SNOMED,"Recurrent major depressive episodes,partial/unspec remission",
GNH0038_Depression,7.90961E+14,SNOMED,Antenatal depression,
GNH0038_Depression,1.08406E+15,SNOMED,Depressive personality disorder,"previous mangled SNOMED code, now corrected"
GNH0038_Depression,1.08647E+15,SNOMED,"Recurrent reactive depressive episodes, severe, with psychosis","previous mangled SNOMED code, now corrected"
ADHD_and_hyperkinetic_disorders,F90,ICD10,Hyperkinetic disorders,
ADHD_and_hyperkinetic_disorders,F900,ICD10,Disturbance of activity and attention,
ADHD_and_hyperkinetic_disorders,F901,ICD10,Hyperkinetic conduct disorder,
ADHD_and_hyperkinetic_disorders,F908,ICD10,Other hyperkinetic disorders,
ADHD_and_hyperkinetic_disorders,F909,ICD10,"Hyperkinetic disorder, unspecified",
ADHD_and_hyperkinetic_disorders,F90X,ICD10,Hyperkinetic disorders,
ADHD_and_hyperkinetic_disorders,35253001,SNOMED,Attention deficit disorder,
ADHD_and_hyperkinetic_disorders,35253001,SNOMED,Attention deficit disorder,
ADHD_and_hyperkinetic_disorders,35253001,SNOMED,ADD - Attention deficit disorder,
ADHD_and_hyperkinetic_disorders,35919005,SNOMED,[X]Overactive disorder assoc mental retard/stereotype movts,
ADHD_and_hyperkinetic_disorders,192127007,SNOMED,Child attention deficit disorder,
ADHD_and_hyperkinetic_disorders,192127007,SNOMED,Child attention deficit disorder NOS,
ADHD_and_hyperkinetic_disorders,192131001,SNOMED,Hyperkinesis with developmental delay,
ADHD_and_hyperkinetic_disorders,192132008,SNOMED,Hyperkinetic conduct disorder,
ADHD_and_hyperkinetic_disorders,192132008,SNOMED,[X]Hyperkinetic conduct disorder,
ADHD_and_hyperkinetic_disorders,192132008,SNOMED,[X]Hyperkinetic disorder associated with conduct disorder,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,Childhood hyperkinetic syndrome,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,Overactive child syndrome,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,Attention deficit with hyperactivity,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,Other hyperkinetic manifestation,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,Hyperkinetic syndrome NOS,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,[X]Hyperkinetic disorders,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,Attention deficit hyperactivity disorder,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,[X]Other hyperkinetic disorders,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,"[X]Hyperkinetic disorder, unspecified",
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,[X]Hyperkinetic reaction of childhood or adolescence NOS,
ADHD_and_hyperkinetic_disorders,406506008,SNOMED,[X]Hyperkinetic syndrome NOS,
ADHD_and_hyperkinetic_disorders,702536007,SNOMED,Stimulant drug therapy for ADHD (attention deficit hyperactivity disorder),
ADHD_and_hyperkinetic_disorders,702538008,SNOMED,Drug therapy for ADHD (attention deficit hyperactivity disorder),
ADHD_and_hyperkinetic_disorders,703314001,SNOMED,Non-stimulant drug therapy for ADHD (attention deficit hyperactivity disorder),
ADHD_and_hyperkinetic_disorders,4.64511E+14,SNOMED,[X]Disturbance of activity and attention,
ADHD_and_hyperkinetic_disorders,5.16401E+14,SNOMED,Attention deficit hyperactivity disorder monitoring invitation first letter,
ADHD_and_hyperkinetic_disorders,5.16891E+14,SNOMED,Attention deficit hyperactivity disorder monitoring invitation second letter,
ADHD_and_hyperkinetic_disorders,5.16911E+14,SNOMED,Attention deficit hyperactivity disorder monitoring invitation third letter,
ADHD_and_hyperkinetic_disorders,7.10071E+14,SNOMED,Attention deficit hyperactivity disorder annual review,
ADHD_and_hyperkinetic_disorders,8.86371E+14,SNOMED,On drug therapy for ADHD (attention deficit hyperactivity disorder),
ADHD_and_hyperkinetic_disorders,8.86391E+14,SNOMED,On stimulant drug therapy for ADHD (attention deficit hyperactivity disorder),
ADHD_and_hyperkinetic_disorders,8.86411E+14,SNOMED,On non-stimulant drug therapy for ADHD (attention deficit hyperactivity disorder),
Adrenal_insufficiency_and_Addisons_disease,E271,ICD10,Primary adrenocortical insufficiency,
Adrenal_insufficiency_and_Addisons_disease,E272,ICD10,Addisonian crisis,
Adrenal_insufficiency_and_Addisons_disease,E274,ICD10,Other and unspecified adrenocortical insufficiency,
Adrenal_insufficiency_and_Addisons_disease,B22,OPCS4,Excision of adrenal gland,"2023_11, edited, did not have OPCS_ before"
Adrenal_insufficiency_and_Addisons_disease,B221,OPCS4,Bilateral adrenalectomy and transposition of adrenal tissue,
Adrenal_insufficiency_and_Addisons_disease,B222,OPCS4,Bilateral adrenalectomy NEC,
Adrenal_insufficiency_and_Addisons_disease,24867002,SNOMED,Acute adrenal insufficiency,
Adrenal_insufficiency_and_Addisons_disease,24867002,SNOMED,Addisonian crisis,
Adrenal_insufficiency_and_Addisons_disease,24867002,SNOMED,Adrenal crisis,
Adrenal_insufficiency_and_Addisons_disease,24867002,SNOMED,Addisonian crisis,
Adrenal_insufficiency_and_Addisons_disease,31904001,SNOMED,Excision of adrenal gland operations,
Adrenal_insufficiency_and_Addisons_disease,34253008,SNOMED,Myopathy due to Addison's disease,
Adrenal_insufficiency_and_Addisons_disease,172021003,SNOMED,Bilateral adrenalectomy and transposition of adrenal tissue,
Adrenal_insufficiency_and_Addisons_disease,186270000,SNOMED,Tuberculosis of adrenal glands - Addison's disease,
Adrenal_insufficiency_and_Addisons_disease,237785004,SNOMED,Adrenal hypofunction,
Adrenal_insufficiency_and_Addisons_disease,237785004,SNOMED,Hypoadrenalism,
Adrenal_insufficiency_and_Addisons_disease,237785004,SNOMED,Other adrenal hypofunction NOS,
Adrenal_insufficiency_and_Addisons_disease,302340005,SNOMED,Bilateral adrenalectomy,
Adrenal_insufficiency_and_Addisons_disease,363732003,SNOMED,Addison's disease,
Adrenal_insufficiency_and_Addisons_disease,386584007,SNOMED,Corticoadrenal insufficiency,
Adrenal_insufficiency_and_Addisons_disease,386584007,SNOMED,Corticoadrenal insufficiency NOS,
Adrenal_insufficiency_and_Addisons_disease,386584007,SNOMED,Adrenal insufficiency,
Alcohol_dependence_and_related_disease,E244,ICD10,Alcohol-induced pseudo-Cushing's syndrome,
Alcohol_dependence_and_related_disease,E244,ICD10,Alcohol-induced pseudo-Cushing syndrome,
Alcohol_dependence_and_related_disease,F10,ICD10,Mental and behavioural disorders due to use of alcohol,
Alcohol_dependence_and_related_disease,F101,ICD10,Mental and behavioural disorders due to use of alcohol - Harmful use,
Alcohol_dependence_and_related_disease,F102,ICD10,Mental and behavioural disorders due to use of alcohol - Dependence syndrome,
Alcohol_dependence_and_related_disease,F102,ICD10,Mental and behavioural disorders due to use of alcohol dependence syndrome,
Alcohol_dependence_and_related_disease,F103,ICD10,Mental and behavioural disorders due to use of alcohol - Withdrawal state,
Alcohol_dependence_and_related_disease,F103,ICD10,Mental and behavioural disorders due to use of alcohol withdrawal state,
Alcohol_dependence_and_related_disease,F104,ICD10,Mental and behavioural disorders due to use of alcohol - Withdrawal state with delirium,
Alcohol_dependence_and_related_disease,F104,ICD10,Mental and behavioural disorders due to use of alcohol withdrawal state with delirium,
Alcohol_dependence_and_related_disease,F105,ICD10,Mental and behavioural disorders due to use of alcohol - Psychotic disorder,
Alcohol_dependence_and_related_disease,F105,ICD10,Mental and behavioural disorders due to use of alcohol psychotic disorder,
Alcohol_dependence_and_related_disease,F106,ICD10,Mental and behavioural disorders due to use of alcohol - Amnesic syndrome,
Alcohol_dependence_and_related_disease,F106,ICD10,Mental and behavioural disorders due to use of alcohol amnesic syndrome,
Alcohol_dependence_and_related_disease,F107,ICD10,Mental and behavioural disorders due to use of alcohol - Residual and late-onset psychotic disorder,
Alcohol_dependence_and_related_disease,F107,ICD10,Mental and behavioural disorders due to use of alcohol residual and late-onset psychotic disorder,
Alcohol_dependence_and_related_disease,F108,ICD10,Mental and behavioural disorders due to use of alcohol - Other mental and behavioural disorders,
Alcohol_dependence_and_related_disease,F109,ICD10,Mental and behavioural disorders due to use of alcohol - Unspecified mental and behavioural disorder,
Alcohol_dependence_and_related_disease,F10X,ICD10,Mental and behavioural disorders due to use of alcohol,
Alcohol_dependence_and_related_disease,G312,ICD10,Degeneration of nervous system due to alcohol,
Alcohol_dependence_and_related_disease,G621,ICD10,Alcoholic polyneuropathy,
Alcohol_dependence_and_related_disease,G721,ICD10,Alcoholic myopathy,
Alcohol_dependence_and_related_disease,I426,ICD10,Alcoholic cardiomyopathy,
Alcohol_dependence_and_related_disease,K292,ICD10,Alcoholic gastritis,
Alcohol_dependence_and_related_disease,K70,ICD10,Alcoholic liver disease,
Alcohol_dependence_and_related_disease,K700,ICD10,Alcoholic fatty liver,
Alcohol_dependence_and_related_disease,K701,ICD10,Alcoholic hepatitis,
Alcohol_dependence_and_related_disease,K702,ICD10,Alcoholic fibrosis and sclerosis of liver,
Alcohol_dependence_and_related_disease,K703,ICD10,Alcoholic cirrhosis of liver,
